Group,Country,Value,Key
BANG!,Argentina,6.95,11
BANG!,Australia,6.55,49
BANG!,Austria,6.75,8
BANG!,Belarus,5,1
BANG!,Belgium,7.38,28
BANG!,Bolivia,4,1
BANG!,Brazil,7.51,55
BANG!,Brunei,7,1
BANG!,Bulgaria,4,1
BANG!,Canada,6.99,187
BANG!,Chile,8.4,5
BANG!,China,7.2,16
BANG!,Colombia,7.75,2
BANG!,Croatia,3,1
BANG!,Czech Republic,7.56,21
BANG!,Denmark,7.25,13
BANG!,England,6.24,9
BANG!,Estonia,6.25,4
BANG!,Finland,6.89,29
BANG!,France,6.4,24
BANG!,Germany,6.77,66
BANG!,Greece,7.35,44
BANG!,Hungary,7.43,26
BANG!,India,6,1
BANG!,Indonesia,6.85,4
BANG!,Ireland,7,3
BANG!,Israel,7.75,4
BANG!,Italy,7.47,85
BANG!,Japan,5.38,8
BANG!,Latvia,7.33,6
BANG!,Lithuania,7.33,3
BANG!,Luxembourg,6.6,2
BANG!,Malaysia,6.47,7
BANG!,Mexico,8,2
BANG!,Netherlands,6.55,21
BANG!,New Zealand,6.11,9
BANG!,Norway,7.44,8
BANG!,Peru,6,1
BANG!,Philippines,6,3
BANG!,Poland,7.05,43
BANG!,Portugal,6.86,7
BANG!,Romania,7.03,6
BANG!,Russia,7.16,11
BANG!,Republic of Serbia,7.25,4
BANG!,Slovakia,8.63,4
BANG!,South Africa,4.5,2
BANG!,South Korea,7.57,29
BANG!,Spain,7.2,157
BANG!,Sweden,6.66,22
BANG!,Switzerland,7,9
BANG!,Taiwan,7.67,24
BANG!,Thailand,6.34,7
BANG!,Turkey,8.5,2
BANG!,Ukraine,8.12,6
BANG!,USA,6.9,1117
BANG!,Venezuela,6,1
BANG!,Vietnam,6,1
Battle Line,Argentina,6.92,3
Battle Line,Australia,7.56,34
Battle Line,Azerbaijan,10,1
Battle Line,Belgium,7.8,5
Battle Line,Bolivia,10,1
Battle Line,Brazil,7.91,20
Battle Line,Brunei,8,1
Battle Line,Canada,7.81,98
Battle Line,Chile,8,1
Battle Line,China,7.15,22
Battle Line,Colombia,7.94,5
Battle Line,Croatia,9.5,2
Battle Line,Czech Republic,7.5,1
Battle Line,Denmark,4.98,4
Battle Line,England,7,3
Battle Line,Estonia,8.5,2
Battle Line,Finland,8.31,13
Battle Line,France,9,1
Battle Line,Germany,6.38,12
Battle Line,Greece,7.83,9
Battle Line,Guatemala,6.5,1
Battle Line,Hungary,7.5,2
Battle Line,Iceland,8,1
Battle Line,India,8.6,5
Battle Line,Ireland,7.25,2
Battle Line,Israel,8,4
Battle Line,Italy,7.79,19
Battle Line,Japan,7.56,39
Battle Line,Latvia,8.25,2
Battle Line,Lithuania,6,2
Battle Line,Luxembourg,1,1
Battle Line,Malaysia,6.5,4
Battle Line,Mexico,8.33,3
Battle Line,Moldova,10,1
Battle Line,Netherlands,7.08,6
Battle Line,New Zealand,7.73,9
Battle Line,Norway,8,11
Battle Line,Peru,7,1
Battle Line,Philippines,6.5,2
Battle Line,Poland,7,10
Battle Line,Portugal,7.42,6
Battle Line,Romania,8.8,1
Battle Line,Russia,8.14,5
Battle Line,Slovenia,8,1
Battle Line,South Africa,8,1
Battle Line,South Korea,7.54,14
Battle Line,Spain,7.94,56
Battle Line,Sweden,7.6,15
Battle Line,Taiwan,7.92,17
Battle Line,Thailand,7.92,6
Battle Line,Turkey,8.5,2
Battle Line,Ukraine,9,1
Battle Line,USA,7.75,604
Battle Line,Uruguay,9.5,1
Battle Line,Venezuela,8,1
Battle Line,Vietnam,8.75,2
Battlestar Galactica: The Board Game,Argentina,7.83,6
Battlestar Galactica: The Board Game,Australia,7.79,57
Battlestar Galactica: The Board Game,Austria,8.64,7
Battlestar Galactica: The Board Game,Belarus,8.25,2
Battlestar Galactica: The Board Game,Belgium,8.91,11
Battlestar Galactica: The Board Game,Brazil,8.75,54
Battlestar Galactica: The Board Game,Canada,7.95,149
Battlestar Galactica: The Board Game,Chile,7.84,5
Battlestar Galactica: The Board Game,China,7.55,19
Battlestar Galactica: The Board Game,Colombia,7.38,4
Battlestar Galactica: The Board Game,Croatia,5.67,3
Battlestar Galactica: The Board Game,Czech Republic,7.2,5
Battlestar Galactica: The Board Game,Denmark,7.46,13
Battlestar Galactica: The Board Game,England,7.4,7
Battlestar Galactica: The Board Game,Estonia,8.48,5
Battlestar Galactica: The Board Game,Finland,8.2,31
Battlestar Galactica: The Board Game,France,7.8,21
Battlestar Galactica: The Board Game,Germany,7.88,97
Battlestar Galactica: The Board Game,Greece,8.37,16
Battlestar Galactica: The Board Game,Hungary,7.14,7
Battlestar Galactica: The Board Game,Iceland,8,1
Battlestar Galactica: The Board Game,India,8.75,2
Battlestar Galactica: The Board Game,Indonesia,7.83,3
Battlestar Galactica: The Board Game,Ireland,6.5,6
Battlestar Galactica: The Board Game,Israel,8.67,3
Battlestar Galactica: The Board Game,Italy,7.58,33
Battlestar Galactica: The Board Game,Japan,5.6,5
Battlestar Galactica: The Board Game,Latvia,8.38,4
Battlestar Galactica: The Board Game,Lithuania,9.16,5
Battlestar Galactica: The Board Game,Luxembourg,9,2
Battlestar Galactica: The Board Game,Malaysia,8.33,9
Battlestar Galactica: The Board Game,Mexico,8.5,1
Battlestar Galactica: The Board Game,Netherlands,7.87,12
Battlestar Galactica: The Board Game,New Zealand,7.53,10
Battlestar Galactica: The Board Game,Norway,8.11,8
Battlestar Galactica: The Board Game,Peru,8.38,4
Battlestar Galactica: The Board Game,Philippines,7.25,4
Battlestar Galactica: The Board Game,Poland,7.86,58
Battlestar Galactica: The Board Game,Portugal,9.2,5
Battlestar Galactica: The Board Game,Qatar,7.4,1
Battlestar Galactica: The Board Game,Romania,9.33,6
Battlestar Galactica: The Board Game,Russia,7.98,11
Battlestar Galactica: The Board Game,Republic of Serbia,8.5,6
Battlestar Galactica: The Board Game,Slovakia,10,1
Battlestar Galactica: The Board Game,Slovenia,9.75,4
Battlestar Galactica: The Board Game,South Africa,8.75,4
Battlestar Galactica: The Board Game,South Korea,7.33,6
Battlestar Galactica: The Board Game,Spain,7.76,98
Battlestar Galactica: The Board Game,Sweden,7.45,31
Battlestar Galactica: The Board Game,Switzerland,6.4,5
Battlestar Galactica: The Board Game,Taiwan,8.05,11
Battlestar Galactica: The Board Game,Thailand,7.3,5
Battlestar Galactica: The Board Game,Turkey,9,1
Battlestar Galactica: The Board Game,Ukraine,8.63,4
Battlestar Galactica: The Board Game,USA,7.84,906
Battlestar Galactica: The Board Game,Venezuela,8,1
Betrayal at House on the Hill,Argentina,6.5,4
Betrayal at House on the Hill,Australia,7.11,55
Betrayal at House on the Hill,Austria,9,2
Betrayal at House on the Hill,Belgium,7.5,7
Betrayal at House on the Hill,Brazil,7.84,22
Betrayal at House on the Hill,Bulgaria,7.58,6
Betrayal at House on the Hill,Canada,7.38,144
Betrayal at House on the Hill,Chile,6,2
Betrayal at House on the Hill,China,7.01,16
Betrayal at House on the Hill,Colombia,7.67,3
Betrayal at House on the Hill,Costa Rica,8,1
Betrayal at House on the Hill,Croatia,4.75,4
Betrayal at House on the Hill,Czech Republic,7,2
Betrayal at House on the Hill,Denmark,7.14,11
Betrayal at House on the Hill,England,6.83,6
Betrayal at House on the Hill,Estonia,7,2
Betrayal at House on the Hill,Finland,7.14,14
Betrayal at House on the Hill,France,7.17,3
Betrayal at House on the Hill,Germany,7.03,37
Betrayal at House on the Hill,Greece,7.89,23
Betrayal at House on the Hill,Guatemala,8.5,1
Betrayal at House on the Hill,Hungary,8,2
Betrayal at House on the Hill,Iceland,8,2
Betrayal at House on the Hill,Indonesia,9,2
Betrayal at House on the Hill,Ireland,7,5
Betrayal at House on the Hill,Israel,5.78,2
Betrayal at House on the Hill,Italy,7.86,11
Betrayal at House on the Hill,Japan,6.1,5
Betrayal at House on the Hill,Latvia,7.33,3
Betrayal at House on the Hill,Lebanon,9,1
Betrayal at House on the Hill,Lithuania,6.5,2
Betrayal at House on the Hill,Macedonia,8.67,3
Betrayal at House on the Hill,Malaysia,7.78,5
Betrayal at House on the Hill,Mexico,7.5,13
Betrayal at House on the Hill,Netherlands,6.95,10
Betrayal at House on the Hill,New Zealand,7,7
Betrayal at House on the Hill,Norway,7.69,8
Betrayal at House on the Hill,Peru,8.5,2
Betrayal at House on the Hill,Philippines,7.13,4
Betrayal at House on the Hill,Poland,7.38,4
Betrayal at House on the Hill,Portugal,8.04,8
Betrayal at House on the Hill,Romania,9.17,3
Betrayal at House on the Hill,Russia,7.81,4
Betrayal at House on the Hill,Saudi Arabia,7.5,1
Betrayal at House on the Hill,Republic of Serbia,9,6
Betrayal at House on the Hill,Slovenia,9,1
Betrayal at House on the Hill,South Korea,7.25,8
Betrayal at House on the Hill,Spain,6.89,21
Betrayal at House on the Hill,Sweden,7.42,25
Betrayal at House on the Hill,Switzerland,6.6,5
Betrayal at House on the Hill,Taiwan,7.5,21
Betrayal at House on the Hill,Thailand,7.75,2
Betrayal at House on the Hill,Ukraine,7,1
Betrayal at House on the Hill,USA,7.34,1188
Betrayal at House on the Hill,Uruguay,9,1
Blokus,Argentina,7,3
Blokus,Australia,7.18,54
Blokus,Austria,7.4,5
Blokus,Belarus,9,1
Blokus,Belgium,7.6,32
Blokus,Brazil,8.37,12
Blokus,Brunei,8,1
Blokus,Canada,7.32,197
Blokus,Chile,6.75,4
Blokus,China,7.16,15
Blokus,Colombia,10,1
Blokus,Croatia,9,2
Blokus,Czech Republic,6.36,7
Blokus,Denmark,6.9,10
Blokus,England,6.93,7
Blokus,Estonia,7,1
Blokus,Finland,7.21,32
Blokus,France,7.87,18
Blokus,Germany,7.58,78
Blokus,Greece,7.83,17
Blokus,Guatemala,9,1
Blokus,Hungary,7.89,9
Blokus,India,6,1
Blokus,Indonesia,5.83,3
Blokus,Ireland,7.5,2
Blokus,Israel,6.7,7
Blokus,Italy,7.2,16
Blokus,Japan,7.34,34
Blokus,Latvia,7.4,2
Blokus,Luxembourg,8,1
Blokus,Malaysia,7.01,9
Blokus,Mexico,8.5,4
Blokus,Moldova,10,1
Blokus,Netherlands,7.24,26
Blokus,New Zealand,6.98,11
Blokus,Norway,7.77,13
Blokus,Peru,7,2
Blokus,Philippines,7.5,2
Blokus,Poland,7.34,37
Blokus,Portugal,7.41,9
Blokus,Romania,8.5,2
Blokus,Russia,7.58,10
Blokus,Republic of Serbia,7,2
Blokus,Slovakia,8,1
Blokus,Slovenia,9.38,4
Blokus,South Africa,5.33,3
Blokus,South Korea,7.02,24
Blokus,Spain,7.35,39
Blokus,Sweden,6.85,27
Blokus,Switzerland,6.93,4
Blokus,Taiwan,8.04,18
Blokus,Thailand,8.18,4
Blokus,Ukraine,5,1
Blokus,USA,7.23,1223
Bohnanza,Argentina,7.82,11
Bohnanza,Australia,7.4,78
Bohnanza,Austria,7.87,15
Bohnanza,Belarus,5,2
Bohnanza,Belgium,7.48,62
Bohnanza,Brazil,7.5,54
Bohnanza,Brunei,8,1
Bohnanza,Bulgaria,6,1
Bohnanza,Canada,7.46,282
Bohnanza,Chile,7.59,13
Bohnanza,China,7.16,15
Bohnanza,Colombia,8.12,6
Bohnanza,Costa Rica,9,1
Bohnanza,Croatia,7.08,4
Bohnanza,Czech Republic,6.5,8
Bohnanza,Denmark,7.54,18
Bohnanza,England,7.48,12
Bohnanza,Estonia,7.57,7
Bohnanza,Finland,7.71,47
Bohnanza,France,7.48,32
Bohnanza,Germany,7.71,211
Bohnanza,Greece,7.45,46
Bohnanza,Hungary,7.43,24
Bohnanza,Iceland,8,1
Bohnanza,India,7.7,5
Bohnanza,Indonesia,7.14,5
Bohnanza,Ireland,7.85,8
Bohnanza,Israel,7.01,11
Bohnanza,Italy,7.27,65
Bohnanza,Japan,7.72,41
Bohnanza,Latvia,7.25,10
Bohnanza,Lithuania,6.33,9
Bohnanza,Luxembourg,6.5,2
Bohnanza,Malaysia,7.41,8
Bohnanza,Mexico,8.3,11
Bohnanza,Netherlands,7.51,59
Bohnanza,New Zealand,7.51,28
Bohnanza,Norway,7.83,25
Bohnanza,Peru,5.5,1
Bohnanza,Philippines,6.75,4
Bohnanza,Poland,7.73,103
Bohnanza,Portugal,7.21,15
Bohnanza,Romania,7.66,7
Bohnanza,Russia,7.18,18
Bohnanza,Saudi Arabia,9,1
Bohnanza,Republic of Serbia,7.08,6
Bohnanza,Slovakia,8,2
Bohnanza,Slovenia,8.5,2
Bohnanza,South Africa,8,3
Bohnanza,South Korea,7.63,36
Bohnanza,Spain,7.5,111
Bohnanza,Sweden,7.15,54
Bohnanza,Switzerland,7.76,19
Bohnanza,Taiwan,7.04,19
Bohnanza,Thailand,7.96,5
Bohnanza,Turkey,7.5,1
Bohnanza,Uganda,7.5,1
Bohnanza,Ukraine,4.75,2
Bohnanza,USA,7.51,1530
Bohnanza,Uruguay,9.5,1
Bohnanza,Venezuela,7,3
Bohnanza,Vietnam,4,1
Bohnanza,Zambia,7,1
Camel Up,Argentina,7.5,2
Camel Up,Australia,7.65,42
Camel Up,Austria,7.17,9
Camel Up,Belarus,5,1
Camel Up,Belgium,7.2,21
Camel Up,Brazil,7.95,23
Camel Up,Bulgaria,7.5,4
Camel Up,Canada,7.3,81
Camel Up,Chile,8.16,9
Camel Up,China,7.74,5
Camel Up,Colombia,10,1
Camel Up,Croatia,8.7,4
Camel Up,Czech Republic,7.4,5
Camel Up,Denmark,6.8,5
Camel Up,England,7.13,11
Camel Up,Finland,7.17,11
Camel Up,France,6.07,7
Camel Up,Germany,7.24,108
Camel Up,Greece,7.47,15
Camel Up,Hungary,7.71,14
Camel Up,Iceland,7.5,2
Camel Up,India,7.5,4
Camel Up,Indonesia,9.67,3
Camel Up,Ireland,7.94,8
Camel Up,Israel,6.78,5
Camel Up,Italy,7.3,25
Camel Up,Japan,7.3,23
Camel Up,Latvia,7.31,4
Camel Up,Lithuania,8,3
Camel Up,Luxembourg,7,1
Camel Up,Malaysia,7.5,2
Camel Up,Mexico,8.57,5
Camel Up,Moldova,6,1
Camel Up,Netherlands,7,18
Camel Up,New Zealand,7.14,7
Camel Up,Norway,6.5,4
Camel Up,Peru,9.5,2
Camel Up,Philippines,7,3
Camel Up,Poland,7.66,28
Camel Up,Portugal,7.54,9
Camel Up,Qatar,7.2,1
Camel Up,Romania,7.76,10
Camel Up,Russia,7.43,7
Camel Up,Saudi Arabia,8,2
Camel Up,Republic of Serbia,7.69,8
Camel Up,Slovakia,7.25,1
Camel Up,Slovenia,8,2
Camel Up,South Africa,8.25,2
Camel Up,South Korea,7.32,13
Camel Up,Spain,7.52,71
Camel Up,Sweden,6.9,21
Camel Up,Switzerland,7.35,10
Camel Up,Taiwan,8.03,16
Camel Up,Thailand,8.23,11
Camel Up,Ukraine,8,2
Camel Up,USA,7.38,331
Camel Up,Uruguay,9,1
Camel Up,Venezuela,5.5,2
Camel Up,Vietnam,6,1
Can't Stop,Albania,6,1
Can't Stop,Argentina,5,1
Can't Stop,Australia,6.54,22
Can't Stop,Austria,6.75,4
Can't Stop,Belgium,7.31,20
Can't Stop,Brazil,6.93,12
Can't Stop,Brunei,8,1
Can't Stop,Bulgaria,8,1
Can't Stop,Canada,7.35,95
Can't Stop,Chile,7.5,4
Can't Stop,China,7.38,8
Can't Stop,Colombia,7.23,2
Can't Stop,Czech Republic,6.5,4
Can't Stop,Denmark,8.1,5
Can't Stop,England,6.8,1
Can't Stop,Estonia,8,3
Can't Stop,Finland,6.83,12
Can't Stop,France,7.59,16
Can't Stop,Germany,7.45,79
Can't Stop,Greece,7.1,12
Can't Stop,Guatemala,7,1
Can't Stop,Hungary,8.67,3
Can't Stop,Israel,7,3
Can't Stop,Italy,7.25,15
Can't Stop,Japan,6.97,26
Can't Stop,Latvia,7.75,4
Can't Stop,Luxembourg,8,1
Can't Stop,Malaysia,5.23,3
Can't Stop,Mexico,7.9,2
Can't Stop,Netherlands,7.07,17
Can't Stop,New Zealand,7.17,6
Can't Stop,Norway,7.28,9
Can't Stop,Poland,6.55,16
Can't Stop,Portugal,7.49,6
Can't Stop,Russia,7,3
Can't Stop,Republic of Serbia,8,2
Can't Stop,South Africa,7,2
Can't Stop,South Korea,7.27,15
Can't Stop,Spain,7.64,44
Can't Stop,Sweden,7.19,10
Can't Stop,Switzerland,8.75,2
Can't Stop,Taiwan,7.5,9
Can't Stop,Thailand,7,4
Can't Stop,Ukraine,3,2
Can't Stop,USA,7.35,609
Can't Stop,Uruguay,8,1
Can't Stop,Vietnam,8,1
Carcassonne,Albania,6,1
Carcassonne,Argentina,8.15,31
Carcassonne,Australia,7.92,203
Carcassonne,Austria,8.17,36
Carcassonne,The Bahamas,8.75,1
Carcassonne,Belarus,9,3
Carcassonne,Belgium,7.84,99
Carcassonne,Bolivia,8.25,2
Carcassonne,Bosnia and Herzegovina,10,1
Carcassonne,Brazil,8.2,156
Carcassonne,Brunei,8,1
Carcassonne,Bulgaria,8.73,13
Carcassonne,Canada,7.93,622
Carcassonne,Chile,8.03,38
Carcassonne,China,8.46,36
Carcassonne,Colombia,8.39,12
Carcassonne,Costa Rica,8.5,3
Carcassonne,Croatia,8.58,16
Carcassonne,Czech Republic,7.86,38
Carcassonne,Denmark,7.95,46
Carcassonne,Ecuador,8,1
Carcassonne,England,7.98,29
Carcassonne,Estonia,7.99,17
Carcassonne,Fiji,10,1
Carcassonne,Finland,7.76,80
Carcassonne,France,7.83,61
Carcassonne,Germany,8.17,333
Carcassonne,Greece,7.85,83
Carcassonne,Guatemala,8.25,2
Carcassonne,Hungary,8.14,47
Carcassonne,Iceland,7.71,7
Carcassonne,India,7.83,9
Carcassonne,Indonesia,7.92,9
Carcassonne,Iran,8,1
Carcassonne,Iraq,8,1
Carcassonne,Ireland,8.05,21
Carcassonne,Israel,7.42,20
Carcassonne,Italy,7.93,114
Carcassonne,Japan,7.63,66
Carcassonne,Kenya,6.5,1
Carcassonne,Latvia,8.38,16
Carcassonne,Lithuania,7.96,25
Carcassonne,Luxembourg,6.67,3
Carcassonne,Macedonia,8.5,2
Carcassonne,Malaysia,7.58,12
Carcassonne,Mexico,8.4,43
Carcassonne,Moldova,9.5,2
Carcassonne,Mongolia,6,1
Carcassonne,Netherlands,7.91,111
Carcassonne,New Zealand,7.56,48
Carcassonne,Norway,8,43
Carcassonne,Panama,8.5,1
Carcassonne,Paraguay,8,1
Carcassonne,Peru,8.65,13
Carcassonne,Philippines,8.04,12
Carcassonne,Poland,7.93,189
Carcassonne,Portugal,7.76,55
Carcassonne,Puerto Rico,8,1
Carcassonne,Qatar,8.1,2
Carcassonne,Romania,8.7,32
Carcassonne,Russia,8.07,51
Carcassonne,Saudi Arabia,8,1
Carcassonne,Republic of Serbia,8.58,12
Carcassonne,Slovakia,8.42,5
Carcassonne,Slovenia,7.78,11
Carcassonne,South Africa,8.08,12
Carcassonne,South Korea,7.75,49
Carcassonne,Spain,8.1,327
Carcassonne,Sri Lanka,8,1
Carcassonne,Sweden,7.86,135
Carcassonne,Switzerland,8.24,25
Carcassonne,Taiwan,8.36,43
Carcassonne,Thailand,7.56,15
Carcassonne,Trinidad and Tobago,8,1
Carcassonne,Turkey,9.1,5
Carcassonne,Uganda,9,1
Carcassonne,Ukraine,8.58,13
Carcassonne,USA,7.97,3444
Carcassonne,Uruguay,9,2
Carcassonne,Venezuela,9.25,4
Carcassonne,Vietnam,7.83,3
Carcassonne: Hunters and Gatherers,Argentina,8.33,3
Carcassonne: Hunters and Gatherers,Australia,7.89,33
Carcassonne: Hunters and Gatherers,Austria,6.9,5
Carcassonne: Hunters and Gatherers,Belarus,9,1
Carcassonne: Hunters and Gatherers,Belgium,7.44,17
Carcassonne: Hunters and Gatherers,Bolivia,9,1
Carcassonne: Hunters and Gatherers,Brazil,7.68,11
Carcassonne: Hunters and Gatherers,Bulgaria,6,1
Carcassonne: Hunters and Gatherers,Canada,7.65,114
Carcassonne: Hunters and Gatherers,Chile,8.38,4
Carcassonne: Hunters and Gatherers,China,7.5,2
Carcassonne: Hunters and Gatherers,Colombia,9,1
Carcassonne: Hunters and Gatherers,Croatia,8.5,2
Carcassonne: Hunters and Gatherers,Czech Republic,7.25,12
Carcassonne: Hunters and Gatherers,Denmark,7.5,6
Carcassonne: Hunters and Gatherers,England,7.7,5
Carcassonne: Hunters and Gatherers,Estonia,7,2
Carcassonne: Hunters and Gatherers,Finland,7.34,29
Carcassonne: Hunters and Gatherers,France,7.55,11
Carcassonne: Hunters and Gatherers,Germany,7,88
Carcassonne: Hunters and Gatherers,Greece,7.78,5
Carcassonne: Hunters and Gatherers,Hungary,7.2,5
Carcassonne: Hunters and Gatherers,India,7,2
Carcassonne: Hunters and Gatherers,Indonesia,8.33,3
Carcassonne: Hunters and Gatherers,Ireland,7.5,3
Carcassonne: Hunters and Gatherers,Israel,9,1
Carcassonne: Hunters and Gatherers,Italy,7.47,18
Carcassonne: Hunters and Gatherers,Japan,6.95,13
Carcassonne: Hunters and Gatherers,Latvia,7.5,1
Carcassonne: Hunters and Gatherers,Lithuania,5,1
Carcassonne: Hunters and Gatherers,Macedonia,8.5,2
Carcassonne: Hunters and Gatherers,Malaysia,7.93,3
Carcassonne: Hunters and Gatherers,Mexico,7.65,2
Carcassonne: Hunters and Gatherers,Netherlands,7.32,40
Carcassonne: Hunters and Gatherers,New Zealand,7.21,9
Carcassonne: Hunters and Gatherers,Norway,7.18,11
Carcassonne: Hunters and Gatherers,Poland,7.36,11
Carcassonne: Hunters and Gatherers,Portugal,7.8,7
Carcassonne: Hunters and Gatherers,Romania,9.05,2
Carcassonne: Hunters and Gatherers,Russia,7.4,15
Carcassonne: Hunters and Gatherers,Republic of Serbia,6,1
Carcassonne: Hunters and Gatherers,Slovakia,4,1
Carcassonne: Hunters and Gatherers,Slovenia,7,1
Carcassonne: Hunters and Gatherers,South Africa,6.25,2
Carcassonne: Hunters and Gatherers,South Korea,6.9,15
Carcassonne: Hunters and Gatherers,Spain,7.41,44
Carcassonne: Hunters and Gatherers,Sweden,7.48,29
Carcassonne: Hunters and Gatherers,Switzerland,8,2
Carcassonne: Hunters and Gatherers,Taiwan,8.5,3
Carcassonne: Hunters and Gatherers,Thailand,7.5,1
Carcassonne: Hunters and Gatherers,Ukraine,8.03,3
Carcassonne: Hunters and Gatherers,USA,7.46,635
Cards Against Humanity,Argentina,6.67,3
Cards Against Humanity,Australia,6.12,47
Cards Against Humanity,Belgium,8.33,3
Cards Against Humanity,Brazil,6.54,9
Cards Against Humanity,Bulgaria,6.5,6
Cards Against Humanity,Canada,7.01,127
Cards Against Humanity,Chile,7.5,4
Cards Against Humanity,China,6,1
Cards Against Humanity,Costa Rica,6,2
Cards Against Humanity,Croatia,9,1
Cards Against Humanity,Czech Republic,5,1
Cards Against Humanity,Denmark,7.5,2
Cards Against Humanity,England,6.25,2
Cards Against Humanity,Estonia,4,1
Cards Against Humanity,Finland,5.58,8
Cards Against Humanity,Germany,5.39,9
Cards Against Humanity,Greece,7.2,5
Cards Against Humanity,Hungary,1,1
Cards Against Humanity,Iceland,7.75,2
Cards Against Humanity,India,5.5,2
Cards Against Humanity,Ireland,7.4,5
Cards Against Humanity,Israel,8.25,2
Cards Against Humanity,Italy,7.4,5
Cards Against Humanity,Latvia,7,2
Cards Against Humanity,Lithuania,5,1
Cards Against Humanity,Macedonia,8,1
Cards Against Humanity,Malaysia,6,1
Cards Against Humanity,Mexico,7.67,6
Cards Against Humanity,Netherlands,7.47,9
Cards Against Humanity,New Zealand,8.17,6
Cards Against Humanity,Norway,3,2
Cards Against Humanity,Peru,5,1
Cards Against Humanity,Philippines,6.7,5
Cards Against Humanity,Poland,5.75,2
Cards Against Humanity,Romania,6.3,5
Cards Against Humanity,Russia,3,1
Cards Against Humanity,Slovakia,6,1
Cards Against Humanity,Slovenia,10,1
Cards Against Humanity,South Africa,1,2
Cards Against Humanity,South Korea,6,1
Cards Against Humanity,Spain,7.37,15
Cards Against Humanity,Sri Lanka,6,1
Cards Against Humanity,Sweden,7,11
Cards Against Humanity,Switzerland,7,2
Cards Against Humanity,Taiwan,9,1
Cards Against Humanity,Thailand,5,1
Cards Against Humanity,Turkey,8,2
Cards Against Humanity,USA,6.77,795
Cards Against Humanity,Venezuela,7,1
Castles of Mad King Ludwig,Argentina,8.35,6
Castles of Mad King Ludwig,Australia,7.72,31
Castles of Mad King Ludwig,Austria,7.5,3
Castles of Mad King Ludwig,Belarus,8,1
Castles of Mad King Ludwig,Belgium,7.33,3
Castles of Mad King Ludwig,Brazil,8.38,16
Castles of Mad King Ludwig,Canada,8.03,80
Castles of Mad King Ludwig,Chile,6.67,3
Castles of Mad King Ludwig,China,7.44,10
Castles of Mad King Ludwig,Colombia,10,1
Castles of Mad King Ludwig,Croatia,6.5,1
Castles of Mad King Ludwig,Czech Republic,8.56,9
Castles of Mad King Ludwig,Denmark,8.14,7
Castles of Mad King Ludwig,England,7.58,6
Castles of Mad King Ludwig,Estonia,9.65,2
Castles of Mad King Ludwig,Finland,7.98,13
Castles of Mad King Ludwig,France,7.15,5
Castles of Mad King Ludwig,Germany,7.43,29
Castles of Mad King Ludwig,Greece,8.94,7
Castles of Mad King Ludwig,Hungary,8,4
Castles of Mad King Ludwig,Iceland,7.5,1
Castles of Mad King Ludwig,India,8.17,3
Castles of Mad King Ludwig,Ireland,7.83,3
Castles of Mad King Ludwig,Israel,7,2
Castles of Mad King Ludwig,Italy,8.1,8
Castles of Mad King Ludwig,Japan,6.64,11
Castles of Mad King Ludwig,Latvia,8.38,4
Castles of Mad King Ludwig,Lebanon,8,1
Castles of Mad King Ludwig,Lithuania,7.75,4
Castles of Mad King Ludwig,Malaysia,8.25,2
Castles of Mad King Ludwig,Mexico,7.5,6
Castles of Mad King Ludwig,Netherlands,8.06,9
Castles of Mad King Ludwig,New Zealand,6.38,4
Castles of Mad King Ludwig,Norway,7.08,6
Castles of Mad King Ludwig,Philippines,7.5,2
Castles of Mad King Ludwig,Poland,7.62,21
Castles of Mad King Ludwig,Portugal,7.85,6
Castles of Mad King Ludwig,Romania,8.2,3
Castles of Mad King Ludwig,Russia,7.5,9
Castles of Mad King Ludwig,Republic of Serbia,8.5,1
Castles of Mad King Ludwig,Slovakia,9,1
Castles of Mad King Ludwig,South Africa,8,2
Castles of Mad King Ludwig,South Korea,7.74,9
Castles of Mad King Ludwig,Spain,8.04,29
Castles of Mad King Ludwig,Sweden,6.9,16
Castles of Mad King Ludwig,Switzerland,7.75,2
Castles of Mad King Ludwig,Taiwan,7.3,6
Castles of Mad King Ludwig,Thailand,10,2
Castles of Mad King Ludwig,Ukraine,9.15,4
Castles of Mad King Ludwig,USA,7.98,520
Castles of Mad King Ludwig,Vietnam,7.83,3
Catan,Albania,8.5,1
Catan,Argentina,9.28,59
Catan,Australia,9.17,318
Catan,Austria,9.21,44
Catan,Azerbaijan,9,1
Catan,The Bahamas,8.75,2
Catan,Belarus,9.36,7
Catan,Belgium,9.1,151
Catan,Bolivia,9.17,3
Catan,Bosnia and Herzegovina,10,1
Catan,Brazil,9.23,249
